0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,1,1,1,-497,1,2,1,1,2,1,1,1,1,1,0,0,0
0,0,0,1,1,2,1,1,2,1,1,2,1,-397,1,2,2,1,0,0
0,0,1,1,1,2,2,2,1,-397,1,2,1,1,2,1,1,1,0,0
0,0,1,1,-497,1,1,1,2,1,1,1,2,2,2,1,-497,1,0,0
0,0,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,0,0
0,0,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,0,0
0,0,1,1,2,4,1,2,0,0,0,2,1,304,1,1,1,2,0,0
0,0,1,2,2,1,1,2,0,0,0,0,2,1,1,1,1,2,0,0
0,0,2,1,2,2,2,0,0,0,0,0,2,1,2,1,2,1,0,0
0,0,1,1,1,1,102,0,0,0,0,0,0,2,1,2,2,1,0,0
0,0,1,1,1,2,0,0,0,0,0,0,0,2,2,1,1,1,0,0
0,0,1,204,1,2,0,0,0,0,0,0,0,0,102,1,204,1,0,0
0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
