0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,204,2,1,1,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,2,1,1,1,1,2,0,0,0,0,0,0
0,0,0,0,0,1,1,1,2,1,4,1,1,2,0,0,0,0,0,0
0,0,0,0,0,1,304,1,1,2,1,1,2,2,1,0,0,0,0,0
0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0
0,0,0,0,0,1,2,2,1,1,2,1,1,-497,1,0,0,0,0,0
0,0,0,0,0,0,2,1,1,3,1,2,-399,1,1,0,0,0,0,0
0,0,0,0,0,0,2,1,1,1,-399,2,2,2,0,0,0,0,0,0
0,0,0,0,0,0,0,2,1,1,1,2,-497,1,0,0,0,0,0,0
0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
